accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,Risk Index,Risk Category,Year,Month Number,Month Name
11451,Kolkata,West Bengal,22.668914,88.393981,25-Jan-25,07:00:00 AM,7,Saturday,1,highway,6,0,rain,low,24,medium,overspeeding,minor,5,3,0,None,0.45,45,Moderate,2025,1,January
12549,Chennai,Tamil Nadu,12.801703,80.259737,17-Dec-22,02:00:00 PM,14,Saturday,1,rural,5,0,rain,low,16,medium,weather,minor,4,4,0,None,0.45,45,Moderate,2022,12,December
12782,Chandigarh,Punjab,30.651318,76.854828,10-Mar-24,10:00:00 PM,22,Sunday,1,rural,5,1,rain,low,23,medium,distraction,minor,3,3,0,None,0.45,45,Moderate,2024,3,March
12992,Kolkata,West Bengal,22.636849,88.209569,14-Oct-23,11:00:00 AM,11,Saturday,1,urban,1,1,rain,low,22,medium,drunk driving,minor,5,5,0,None,0.45,45,Moderate,2023,10,October
13004,Delhi,Delhi,28.467889,77.207821,17-Apr-22,01:00:00 PM,13,Sunday,1,urban,3,1,rain,low,29,medium,drunk driving,minor,3,3,0,None,0.45,45,Moderate,2022,4,April
13057,Mumbai,Maharashtra,19.054943,72.904033,06-Apr-24,01:00:00 PM,13,Saturday,1,urban,5,1,rain,low,25,medium,weather,minor,4,3,0,None,0.45,45,Moderate,2024,4,April
13320,Pune,Maharashtra,18.52228,73.847271,12-Feb-22,01:00:00 AM,1,Saturday,1,urban,2,1,rain,low,35,medium,distraction,minor,3,3,0,None,0.45,45,Moderate,2022,2,February
15040,Kolkata,West Bengal,22.466485,88.36399,16-Mar-25,02:00:00 PM,14,Sunday,1,rural,1,1,rain,low,24,medium,distraction,minor,5,4,0,None,0.45,45,Moderate,2025,3,March
15216,Chandigarh,Punjab,30.730468,76.733768,29-Dec-24,12:00:00 PM,12,Sunday,1,rural,4,0,rain,low,33,medium,distraction,minor,3,3,0,None,0.45,45,Moderate,2024,12,December
16422,Chandigarh,Punjab,30.763322,76.817325,27-Jan-24,03:00:00 PM,15,Saturday,1,highway,5,0,rain,low,38,medium,poor road,minor,5,3,0,None,0.45,45,Moderate,2024,1,January
17404,Delhi,Delhi,28.661205,77.250484,03-Mar-24,01:00:00 PM,13,Sunday,1,urban,6,0,rain,low,37,medium,poor road,minor,4,4,0,None,0.45,45,Moderate,2024,3,March
18168,Hyderabad,Telangana,17.309507,78.414948,01-Apr-23,04:00:00 PM,16,Saturday,1,rural,5,0,rain,low,32,medium,weather,minor,5,3,0,None,0.45,45,Moderate,2023,4,April
19820,Kolkata,West Bengal,22.67373,88.218979,20-Feb-22,08:00:00 PM,20,Sunday,1,rural,2,0,rain,low,33,medium,poor road,minor,5,4,0,None,0.45,45,Moderate,2022,2,February
853,Pune,Maharashtra,18.589816,73.971113,06-Sep-24,01:00:00 AM,1,Friday,0,rural,6,1,rain,low,16,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2024,9,September
979,Chandigarh,Punjab,30.697067,76.8314,22-May-23,04:00:00 PM,16,Monday,0,rural,6,1,rain,low,16,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2023,5,May
997,Kolkata,West Bengal,22.551192,88.47391,23-Mar-24,02:00:00 AM,2,Saturday,1,highway,6,1,rain,low,28,medium,overspeeding,minor,2,2,0,None,0.45,45,Moderate,2024,3,March
1740,Bangalore,Karnataka,12.828241,77.742766,24-Dec-24,02:00:00 PM,14,Tuesday,0,highway,1,0,rain,low,21,medium,drunk driving,minor,4,2,0,None,0.45,45,Moderate,2024,12,December
2162,Bangalore,Karnataka,13.114712,77.571573,06-Aug-22,10:00:00 PM,22,Saturday,1,highway,2,0,rain,low,28,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2022,8,August
2772,Chandigarh,Punjab,30.650765,76.721842,27-Apr-22,10:00:00 PM,22,Wednesday,0,highway,3,1,rain,low,24,medium,overspeeding,minor,2,2,0,None,0.45,45,Moderate,2022,4,April
2985,Chandigarh,Punjab,30.788489,76.894015,12-Dec-23,01:00:00 AM,1,Tuesday,0,urban,4,0,rain,low,28,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2023,12,December
3028,Kolkata,West Bengal,22.612347,88.204797,18-Jun-24,06:00:00 AM,6,Tuesday,0,rural,2,0,rain,low,19,medium,poor road,minor,2,2,0,None,0.45,45,Moderate,2024,6,June
3576,Chennai,Tamil Nadu,12.906304,80.174676,12-Feb-24,01:00:00 AM,1,Monday,0,highway,5,1,rain,low,31,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2024,2,February
3607,Mumbai,Maharashtra,19.139932,72.786076,16-Feb-24,12:00:00 AM,0,Friday,0,highway,4,1,rain,low,35,medium,distraction,minor,4,2,0,None,0.45,45,Moderate,2024,2,February
4014,Mumbai,Maharashtra,19.149542,72.821681,19-Jan-25,11:00:00 AM,11,Sunday,1,urban,4,0,rain,low,32,medium,distraction,minor,5,2,0,None,0.45,45,Moderate,2025,1,January
4236,Delhi,Delhi,28.502917,76.850327,16-Jan-24,02:00:00 AM,2,Tuesday,0,rural,4,0,rain,low,17,medium,overspeeding,minor,2,2,0,None,0.45,45,Moderate,2024,1,January
4670,Bangalore,Karnataka,12.868616,77.766105,30-Oct-22,01:00:00 PM,13,Sunday,1,urban,6,1,rain,low,26,medium,overspeeding,minor,3,2,0,None,0.45,45,Moderate,2022,10,October
4784,Delhi,Delhi,28.627766,77.156492,27-Feb-22,01:00:00 PM,13,Sunday,1,rural,5,1,rain,low,26,medium,distraction,minor,4,2,0,None,0.45,45,Moderate,2022,2,February
4969,Kolkata,West Bengal,22.689648,88.318854,24-Feb-24,02:00:00 PM,14,Saturday,1,urban,2,1,rain,low,21,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2024,2,February
5789,Mumbai,Maharashtra,19.080995,72.887611,17-Dec-22,11:00:00 AM,11,Saturday,1,highway,3,0,rain,low,35,medium,overspeeding,minor,3,2,0,None,0.45,45,Moderate,2022,12,December
5910,Chandigarh,Punjab,30.614211,76.768592,19-Feb-22,07:00:00 AM,7,Saturday,1,highway,4,0,rain,low,17,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2022,2,February
6203,Mumbai,Maharashtra,19.116176,72.930068,04-Nov-23,11:00:00 PM,23,Saturday,1,highway,3,1,rain,low,38,medium,weather,minor,3,2,0,None,0.45,45,Moderate,2023,11,November
6260,Bangalore,Karnataka,13.011499,77.51577,22-Jun-24,12:00:00 PM,12,Saturday,1,highway,6,1,rain,low,16,medium,overspeeding,minor,3,2,0,None,0.45,45,Moderate,2024,6,June
7048,Pune,Maharashtra,18.435342,73.863751,27-Apr-24,05:00:00 AM,5,Saturday,1,rural,5,0,rain,low,32,medium,overspeeding,minor,4,2,0,None,0.45,45,Moderate,2024,4,April
7082,Pune,Maharashtra,18.549393,73.736494,26-Mar-22,12:00:00 PM,12,Saturday,1,rural,6,0,rain,low,20,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2022,3,March
7147,Chennai,Tamil Nadu,13.158059,80.111982,24-Feb-25,06:00:00 AM,6,Monday,0,urban,3,1,rain,low,40,medium,poor road,minor,5,2,0,None,0.45,45,Moderate,2025,2,February
7302,Mumbai,Maharashtra,18.908589,72.89225,04-Dec-23,02:00:00 AM,2,Monday,0,rural,4,1,rain,low,18,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2023,12,December
7324,Hyderabad,Telangana,17.549911,78.364933,17-Jan-22,07:00:00 AM,7,Monday,0,highway,3,0,rain,low,32,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2022,1,January
7621,Chennai,Tamil Nadu,12.846897,80.212079,11-Apr-23,12:00:00 AM,0,Tuesday,0,urban,2,1,rain,low,32,medium,poor road,minor,3,2,0,None,0.45,45,Moderate,2023,4,April
7747,Bangalore,Karnataka,12.957997,77.450369,19-Jul-22,09:00:00 PM,21,Tuesday,0,rural,2,0,rain,low,29,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2022,7,July
8018,Chandigarh,Punjab,30.611653,76.763027,14-Jun-22,11:00:00 AM,11,Tuesday,0,rural,5,0,rain,low,21,medium,poor road,minor,4,2,0,None,0.45,45,Moderate,2022,6,June
8050,Chandigarh,Punjab,30.750898,76.753932,11-Sep-23,12:00:00 AM,0,Monday,0,rural,4,1,rain,low,33,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2023,9,September
8074,Chandigarh,Punjab,30.79363,76.837787,18-Feb-25,12:00:00 PM,12,Tuesday,0,highway,4,0,rain,low,32,medium,weather,minor,4,2,0,None,0.45,45,Moderate,2025,2,February
9119,Mumbai,Maharashtra,19.242336,72.882293,05-Sep-22,10:00:00 PM,22,Monday,0,rural,4,1,rain,low,33,medium,drunk driving,minor,5,2,0,None,0.45,45,Moderate,2022,9,September
9124,Pune,Maharashtra,18.499112,73.855214,30-May-24,01:00:00 AM,1,Thursday,0,urban,3,0,rain,low,27,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2024,5,May
9182,Delhi,Delhi,28.735577,77.023685,09-Jul-24,11:00:00 PM,23,Tuesday,0,urban,3,1,rain,low,28,medium,drunk driving,minor,3,2,0,None,0.45,45,Moderate,2024,7,July
9810,Mumbai,Maharashtra,18.956393,72.896668,20-Oct-23,11:00:00 AM,11,Friday,0,urban,5,0,rain,low,32,medium,drunk driving,minor,5,2,0,None,0.45,45,Moderate,2023,10,October
10172,Bangalore,Karnataka,13.094752,77.600082,22-May-23,01:00:00 AM,1,Monday,0,highway,5,0,rain,low,36,medium,overspeeding,minor,2,2,0,None,0.45,45,Moderate,2023,5,May
10335,Chennai,Tamil Nadu,13.080462,80.298876,26-Feb-25,06:00:00 AM,6,Wednesday,0,highway,3,0,rain,low,19,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2025,2,February
10387,Kolkata,West Bengal,22.443254,88.309024,09-Jun-22,09:00:00 PM,21,Thursday,0,rural,6,1,rain,low,23,medium,weather,minor,2,2,0,None,0.45,45,Moderate,2022,6,June
11033,Pune,Maharashtra,18.540018,73.900166,15-Sep-24,12:00:00 AM,0,Sunday,1,urban,5,0,rain,low,25,medium,distraction,minor,4,2,0,None,0.45,45,Moderate,2024,9,September
11967,Bangalore,Karnataka,13.042361,77.68389,30-Aug-22,10:00:00 PM,22,Tuesday,0,highway,6,1,rain,low,29,medium,weather,minor,5,2,0,None,0.45,45,Moderate,2022,8,August
12290,Kolkata,West Bengal,22.683534,88.384379,13-Jan-24,01:00:00 AM,1,Saturday,1,urban,3,1,rain,low,15,medium,drunk driving,minor,4,2,0,None,0.45,45,Moderate,2024,1,January
12328,Pune,Maharashtra,18.546506,73.78641,11-Sep-24,06:00:00 AM,6,Wednesday,0,rural,6,1,rain,low,20,medium,drunk driving,minor,5,2,0,None,0.45,45,Moderate,2024,9,September
13158,Kolkata,West Bengal,22.494801,88.338598,17-Feb-25,02:00:00 AM,2,Monday,0,urban,5,0,rain,low,31,medium,poor road,minor,3,2,0,None,0.45,45,Moderate,2025,2,February
13183,Kolkata,West Bengal,22.405236,88.432268,23-Mar-25,01:00:00 PM,13,Sunday,1,highway,5,0,rain,low,31,medium,weather,minor,3,2,0,None,0.45,45,Moderate,2025,3,March
13208,Pune,Maharashtra,18.442622,73.957596,04-Nov-23,12:00:00 AM,0,Saturday,1,highway,6,0,rain,low,16,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2023,11,November
13476,Mumbai,Maharashtra,19.128436,72.739063,10-Oct-24,01:00:00 PM,13,Thursday,0,urban,3,0,rain,low,32,medium,overspeeding,minor,2,2,0,None,0.45,45,Moderate,2024,10,October
13626,Delhi,Delhi,28.805259,76.824779,16-Feb-23,11:00:00 AM,11,Thursday,0,rural,3,0,rain,low,33,medium,distraction,minor,5,2,0,None,0.45,45,Moderate,2023,2,February
13901,Kolkata,West Bengal,22.474605,88.351078,07-Aug-24,02:00:00 PM,14,Wednesday,0,highway,6,0,rain,low,32,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2024,8,August
13925,Pune,Maharashtra,18.510792,73.911882,14-Nov-24,01:00:00 PM,13,Thursday,0,highway,2,0,rain,low,40,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2024,11,November
14281,Chennai,Tamil Nadu,12.866139,80.12884,24-Apr-24,03:00:00 PM,15,Wednesday,0,rural,4,1,rain,low,31,medium,distraction,minor,5,2,0,None,0.45,45,Moderate,2024,4,April
14291,Bangalore,Karnataka,12.932998,77.780595,17-Aug-23,03:00:00 PM,15,Thursday,0,urban,5,0,rain,low,28,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2023,8,August
14358,Kolkata,West Bengal,22.621323,88.449223,23-Aug-24,11:00:00 AM,11,Friday,0,rural,3,1,rain,low,33,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2024,8,August
14708,Bangalore,Karnataka,13.068627,77.678826,31-Jul-24,05:00:00 AM,5,Wednesday,0,highway,4,0,rain,low,30,medium,poor road,minor,5,2,0,None,0.45,45,Moderate,2024,7,July
15195,Bangalore,Karnataka,12.858767,77.632865,15-Dec-24,07:00:00 AM,7,Sunday,1,urban,5,0,rain,low,18,medium,distraction,minor,5,2,0,None,0.45,45,Moderate,2024,12,December
15298,Mumbai,Maharashtra,19.168734,72.933938,04-Dec-22,02:00:00 PM,14,Sunday,1,rural,2,0,rain,low,28,medium,weather,minor,4,2,0,None,0.45,45,Moderate,2022,12,December
15466,Hyderabad,Telangana,17.479859,78.435088,11-Aug-22,04:00:00 AM,4,Thursday,0,highway,5,1,rain,low,27,medium,drunk driving,minor,4,2,0,None,0.45,45,Moderate,2022,8,August
15616,Delhi,Delhi,28.856025,76.952924,12-Mar-24,05:00:00 AM,5,Tuesday,0,rural,1,0,rain,low,18,medium,overspeeding,minor,4,2,0,None,0.45,45,Moderate,2024,3,March
15660,Bangalore,Karnataka,13.00654,77.51568,10-Dec-22,06:00:00 AM,6,Saturday,1,highway,1,0,rain,low,18,medium,overspeeding,minor,5,2,0,None,0.45,45,Moderate,2022,12,December
16166,Hyderabad,Telangana,17.427118,78.508733,14-Jan-24,08:00:00 PM,20,Sunday,1,urban,6,0,rain,low,19,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2024,1,January
16245,Delhi,Delhi,28.685633,76.914083,26-Nov-22,07:00:00 AM,7,Saturday,1,rural,4,0,rain,low,29,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2022,11,November
16609,Delhi,Delhi,28.463581,77.198868,28-Feb-22,12:00:00 PM,12,Monday,0,urban,1,0,rain,low,27,medium,weather,minor,4,2,0,None,0.45,45,Moderate,2022,2,February
16644,Mumbai,Maharashtra,18.938254,72.905508,18-Jun-24,11:00:00 AM,11,Tuesday,0,urban,3,1,rain,low,40,medium,drunk driving,minor,2,2,0,None,0.45,45,Moderate,2024,6,June
17841,Bangalore,Karnataka,13.112282,77.712571,17-Mar-23,03:00:00 PM,15,Friday,0,highway,3,0,rain,low,33,medium,distraction,minor,5,2,0,None,0.45,45,Moderate,2023,3,March
18099,Delhi,Delhi,28.83226,77.107759,19-Oct-23,02:00:00 PM,14,Thursday,0,urban,6,1,rain,low,21,medium,overspeeding,minor,4,2,0,None,0.45,45,Moderate,2023,10,October
18125,Hyderabad,Telangana,17.253963,78.225959,29-Dec-24,08:00:00 PM,20,Sunday,1,urban,1,1,rain,low,31,medium,weather,minor,5,2,0,None,0.45,45,Moderate,2024,12,December
18271,Kolkata,West Bengal,22.587117,88.433094,10-Apr-23,03:00:00 PM,15,Monday,0,rural,2,0,rain,low,25,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2023,4,April
18287,Bangalore,Karnataka,12.827821,77.750673,26-Feb-25,06:00:00 AM,6,Wednesday,0,highway,1,1,rain,low,17,medium,distraction,minor,3,2,0,None,0.45,45,Moderate,2025,2,February
18492,Chandigarh,Punjab,30.679564,76.78492,22-Dec-23,10:00:00 PM,22,Friday,0,rural,2,0,rain,low,33,medium,drunk driving,minor,4,2,0,None,0.45,45,Moderate,2023,12,December
18543,Bangalore,Karnataka,13.022742,77.439987,25-May-24,05:00:00 AM,5,Saturday,1,urban,1,1,rain,low,15,medium,poor road,minor,5,2,0,None,0.45,45,Moderate,2024,5,May
19210,Chandigarh,Punjab,30.775575,76.872968,02-Nov-23,12:00:00 PM,12,Thursday,0,rural,1,1,rain,low,25,medium,overspeeding,minor,5,2,0,None,0.45,45,Moderate,2023,11,November
19351,Mumbai,Maharashtra,18.818373,72.988788,18-Feb-25,12:00:00 AM,0,Tuesday,0,rural,1,1,rain,low,35,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2025,2,February
19546,Chennai,Tamil Nadu,12.985078,80.167956,12-Nov-24,07:00:00 AM,7,Tuesday,0,highway,5,0,rain,low,37,medium,distraction,minor,2,2,0,None,0.45,45,Moderate,2024,11,November
53,Mumbai,Maharashtra,19.090552,72.9844,14-Mar-23,09:00:00 PM,21,Tuesday,0,rural,1,1,rain,low,29,medium,poor road,minor,3,0,0,None,0.45,45,Moderate,2023,3,March
426,Delhi,Delhi,28.608507,77.020263,12-Jul-22,01:00:00 PM,13,Tuesday,0,highway,6,0,rain,low,37,medium,distraction,minor,4,0,0,None,0.45,45,Moderate,2022,7,July
427,Chandigarh,Punjab,30.794258,76.895012,23-Sep-23,04:00:00 PM,16,Saturday,1,highway,2,0,rain,low,17,medium,overspeeding,minor,1,0,0,None,0.45,45,Moderate,2023,9,September
456,Chandigarh,Punjab,30.719993,76.763111,06-Aug-23,09:00:00 PM,21,Sunday,1,highway,1,1,rain,low,20,medium,distraction,minor,5,0,0,None,0.45,45,Moderate,2023,8,August
459,Bangalore,Karnataka,13.010762,77.565505,24-Jan-24,11:00:00 AM,11,Wednesday,0,highway,1,0,rain,low,38,medium,distraction,minor,1,0,0,None,0.45,45,Moderate,2024,1,January
1086,Kolkata,West Bengal,22.449789,88.338048,16-May-22,11:00:00 PM,23,Monday,0,urban,3,1,rain,low,18,medium,poor road,minor,1,0,0,None,0.45,45,Moderate,2022,5,May
1723,Chandigarh,Punjab,30.646063,76.812641,05-Sep-22,08:00:00 PM,20,Monday,0,rural,5,0,rain,low,27,medium,drunk driving,minor,3,0,0,None,0.45,45,Moderate,2022,9,September
1841,Chennai,Tamil Nadu,12.874258,80.213865,08-Nov-24,12:00:00 PM,12,Friday,0,urban,3,0,rain,low,19,medium,weather,minor,4,0,0,None,0.45,45,Moderate,2024,11,November
1968,Chandigarh,Punjab,30.689947,76.890263,12-Sep-22,06:00:00 AM,6,Monday,0,highway,3,0,rain,low,17,medium,poor road,minor,1,0,0,None,0.45,45,Moderate,2022,9,September
2101,Bangalore,Karnataka,12.989108,77.76023,14-Oct-23,05:00:00 AM,5,Saturday,1,highway,5,0,rain,low,36,medium,distraction,minor,5,0,0,None,0.45,45,Moderate,2023,10,October
2110,Bangalore,Karnataka,12.876181,77.630019,12-Jul-23,08:00:00 PM,20,Wednesday,0,highway,2,1,rain,low,39,medium,weather,minor,2,0,0,None,0.45,45,Moderate,2023,7,July
2272,Chennai,Tamil Nadu,12.842078,80.137613,15-Dec-23,01:00:00 PM,13,Friday,0,urban,6,0,rain,low,29,medium,distraction,minor,3,0,0,None,0.45,45,Moderate,2023,12,December
2625,Kolkata,West Bengal,22.401788,88.240844,25-Feb-22,12:00:00 PM,12,Friday,0,highway,2,1,rain,low,18,medium,weather,minor,2,0,0,None,0.45,45,Moderate,2022,2,February
2706,Mumbai,Maharashtra,19.129515,72.866541,13-Nov-23,04:00:00 AM,4,Monday,0,urban,2,1,rain,low,30,medium,poor road,minor,1,0,0,None,0.45,45,Moderate,2023,11,November
2927,Chennai,Tamil Nadu,12.993085,80.128408,15-Jul-22,08:00:00 PM,20,Friday,0,highway,4,1,rain,low,16,medium,overspeeding,minor,1,0,0,None,0.45,45,Moderate,2022,7,July
3005,Chennai,Tamil Nadu,12.822553,80.196891,31-Aug-23,09:00:00 PM,21,Thursday,0,urban,1,1,rain,low,36,medium,distraction,minor,4,0,0,None,0.45,45,Moderate,2023,8,August
3053,Mumbai,Maharashtra,19.028092,72.778493,22-May-23,01:00:00 PM,13,Monday,0,urban,3,0,rain,low,25,medium,overspeeding,minor,5,0,0,None,0.45,45,Moderate,2023,5,May
3157,Bangalore,Karnataka,12.989259,77.705989,13-Aug-23,01:00:00 PM,13,Sunday,1,rural,2,1,rain,low,24,medium,overspeeding,minor,3,0,0,None,0.45,45,Moderate,2023,8,August
3215,Pune,Maharashtra,18.441663,73.785098,13-Sep-24,02:00:00 AM,2,Friday,0,highway,3,0,rain,low,39,medium,drunk driving,minor,1,0,0,None,0.45,45,Moderate,2024,9,September
3294,Bangalore,Karnataka,12.826527,77.515745,01-Jan-25,08:00:00 PM,20,Wednesday,0,rural,1,1,rain,low,28,medium,drunk driving,minor,2,0,0,None,0.45,45,Moderate,2025,1,January
3559,Kolkata,West Bengal,22.419916,88.292227,12-May-23,05:00:00 AM,5,Friday,0,highway,6,0,rain,low,18,medium,drunk driving,minor,1,0,0,None,0.45,45,Moderate,2023,5,May
3842,Bangalore,Karnataka,12.994201,77.546749,01-Feb-22,02:00:00 PM,14,Tuesday,0,urban,5,1,rain,low,24,medium,overspeeding,minor,1,0,0,None,0.45,45,Moderate,2022,2,February
4199,Kolkata,West Bengal,22.650598,88.310631,05-Aug-22,05:00:00 AM,5,Friday,0,rural,3,0,rain,low,31,medium,overspeeding,minor,4,0,0,None,0.45,45,Moderate,2022,8,August
4329,Bangalore,Karnataka,12.811196,77.454796,18-Mar-25,12:00:00 PM,12,Tuesday,0,highway,5,0,rain,low,17,medium,poor road,minor,1,0,0,None,0.45,45,Moderate,2025,3,March
4543,Hyderabad,Telangana,17.505932,78.290689,21-Jul-24,09:00:00 PM,21,Sunday,1,rural,1,0,rain,low,17,medium,distraction,minor,2,0,0,None,0.45,45,Moderate,2024,7,July
4785,Pune,Maharashtra,18.52502,73.762973,03-May-22,03:00:00 AM,3,Tuesday,0,highway,2,1,rain,low,26,medium,weather,minor,2,0,0,None,0.45,45,Moderate,2022,5,May
4852,Chandigarh,Punjab,30.606855,76.881486,12-Aug-23,05:00:00 AM,5,Saturday,1,highway,4,1,rain,low,16,medium,overspeeding,minor,3,0,0,None,0.45,45,Moderate,2023,8,August
5314,Hyderabad,Telangana,17.551794,78.270017,16-Jul-23,05:00:00 AM,5,Sunday,1,highway,4,1,rain,low,24,medium,drunk driving,minor,5,0,0,None,0.45,45,Moderate,2023,7,July
5695,Pune,Maharashtra,18.595819,73.786048,14-Mar-22,08:00:00 PM,20,Monday,0,highway,4,1,rain,low,28,medium,poor road,minor,2,0,0,None,0.45,45,Moderate,2022,3,March
5713,Chennai,Tamil Nadu,13.13826,80.259491,25-Feb-22,01:00:00 AM,1,Friday,0,urban,2,0,rain,low,36,medium,drunk driving,minor,2,0,0,None,0.45,45,Moderate,2022,2,February
6069,Pune,Maharashtra,18.602638,73.95883,20-Jun-24,01:00:00 AM,1,Thursday,0,rural,5,0,rain,low,22,medium,weather,minor,3,0,0,None,0.45,45,Moderate,2024,6,June
6766,Chennai,Tamil Nadu,13.033226,80.136025,20-Jul-24,04:00:00 AM,4,Saturday,1,rural,2,1,rain,low,31,medium,drunk driving,minor,4,0,0,None,0.45,45,Moderate,2024,7,July
6804,Delhi,Delhi,28.747051,76.910392,08-Mar-24,12:00:00 PM,12,Friday,0,rural,4,0,rain,low,24,medium,drunk driving,minor,2,0,0,None,0.45,45,Moderate,2024,3,March
6845,Bangalore,Karnataka,13.043627,77.643548,10-Jul-24,04:00:00 PM,16,Wednesday,0,highway,3,1,rain,low,16,medium,drunk driving,minor,4,0,0,None,0.45,45,Moderate,2024,7,July
7223,Kolkata,West Bengal,22.631301,88.419637,12-Sep-24,02:00:00 AM,2,Thursday,0,urban,3,0,rain,low,25,medium,distraction,minor,3,0,0,None,0.45,45,Moderate,2024,9,September
7261,Mumbai,Maharashtra,19.130061,72.969448,26-Sep-22,04:00:00 AM,4,Monday,0,urban,1,0,rain,low,23,medium,poor road,minor,3,0,0,None,0.45,45,Moderate,2022,9,September
7534,Chandigarh,Punjab,30.75226,76.701339,06-Mar-22,09:00:00 PM,21,Sunday,1,urban,5,0,rain,low,19,medium,overspeeding,minor,3,0,0,None,0.45,45,Moderate,2022,3,March
7700,Kolkata,West Bengal,22.426837,88.373056,28-Dec-24,01:00:00 AM,1,Saturday,1,urban,3,1,rain,low,38,medium,poor road,minor,2,0,0,None,0.45,45,Moderate,2024,12,December
7738,Chandigarh,Punjab,30.724346,76.802158,26-Mar-25,02:00:00 PM,14,Wednesday,0,rural,4,1,rain,low,33,medium,overspeeding,minor,3,0,0,None,0.45,45,Moderate,2025,3,March
7951,Pune,Maharashtra,18.629516,73.855371,11-Apr-24,11:00:00 PM,23,Thursday,0,rural,6,0,rain,low,16,medium,distraction,minor,3,0,0,None,0.45,45,Moderate,2024,4,April
8474,Mumbai,Maharashtra,18.998762,72.997326,07-Sep-24,01:00:00 PM,13,Saturday,1,rural,1,0,rain,low,17,medium,overspeeding,minor,4,0,0,None,0.45,45,Moderate,2024,9,September
8539,Chandigarh,Punjab,30.766606,76.755094,14-Aug-24,09:00:00 PM,21,Wednesday,0,urban,6,0,rain,low,22,medium,distraction,minor,2,0,0,None,0.45,45,Moderate,2024,8,August
8629,Bangalore,Karnataka,12.851277,77.522573,27-Jan-24,02:00:00 AM,2,Saturday,1,urban,1,1,rain,low,36,medium,overspeeding,minor,3,0,0,None,0.45,45,Moderate,2024,1,January
8781,Pune,Maharashtra,18.631226,73.783679,05-Jan-24,03:00:00 PM,15,Friday,0,rural,3,1,rain,low,31,medium,drunk driving,minor,4,0,0,None,0.45,45,Moderate,2024,1,January
8948,Bangalore,Karnataka,13.177668,77.605894,26-Apr-23,01:00:00 AM,1,Wednesday,0,highway,3,0,rain,low,34,medium,overspeeding,minor,4,0,0,None,0.45,45,Moderate,2023,4,April
9097,Kolkata,West Bengal,22.546781,88.469543,16-Sep-22,12:00:00 AM,0,Friday,0,rural,1,1,rain,low,19,medium,weather,minor,1,0,0,None,0.45,45,Moderate,2022,9,September
9132,Kolkata,West Bengal,22.506669,88.48224,03-Aug-23,02:00:00 AM,2,Thursday,0,highway,6,0,rain,low,32,medium,poor road,minor,1,0,0,None,0.45,45,Moderate,2023,8,August
9297,Bangalore,Karnataka,13.131846,77.475549,21-Feb-22,03:00:00 PM,15,Monday,0,rural,1,1,rain,low,28,medium,overspeeding,minor,1,0,0,None,0.45,45,Moderate,2022,2,February
9431,Chennai,Tamil Nadu,12.944091,80.243287,29-Sep-24,05:00:00 AM,5,Sunday,1,urban,1,0,rain,low,40,medium,overspeeding,minor,5,0,0,None,0.45,45,Moderate,2024,9,September
9475,Chandigarh,Punjab,30.762432,76.849793,30-Dec-24,04:00:00 PM,16,Monday,0,urban,2,0,rain,low,35,medium,poor road,minor,2,0,0,None,0.45,45,Moderate,2024,12,December
9583,Pune,Maharashtra,18.635945,73.760408,12-Jul-22,04:00:00 AM,4,Tuesday,0,highway,1,1,rain,low,26,medium,weather,minor,1,0,0,None,0.45,45,Moderate,2022,7,July
9628,Mumbai,Maharashtra,18.926172,72.990266,11-Apr-25,12:00:00 PM,12,Friday,0,rural,4,0,rain,low,23,medium,distraction,minor,2,0,0,None,0.45,45,Moderate,2025,4,April
9757,Hyderabad,Telangana,17.327222,78.383895,17-Jan-24,04:00:00 AM,4,Wednesday,0,highway,4,1,rain,low,34,medium,drunk driving,minor,3,0,0,None,0.45,45,Moderate,2024,1,January
